obs,data marking,Stat Unit eng,Stat unit cym,Meas type eng,meas type cym,obs type eng,obstype cym,obs type val,unit mult,unit of meas eng,unit of meas cym,confidentiality,empty,geog,empt,empt,Time dim it id,Time dilab eng,time dilad cym,time type,emp,statpopid,statpopeng,ststpopcym,cdid,cdiddesc,empt,empt,empt,empt,empt,empt,empt,empt,dim1id,dim1labeng,dim1labcym,dim1itid,dim1iflabeng,dim1iflabcy,istot,issubtot,Dim2id,dim2labeng,dim2labcym,dim2itid,dim2iflabeng,dim2itlabcym,istot,issubtot,Dim3id,dim3labeng,dim3labcym,dim3itid,dim3iflabeng,dim3itlabcym,istot,issubtot,Dim4id,dim4labeng,dim4labcym,dim4itid,dim4iflabeng,dim4itlabcym,istot,issubtot
1754736,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YCRE,,,,,,,,,,Economic Status,Economic Status,,In Employment,In Employment,,,,Age,Age,,16-24,16-24,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
1772835,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,MGTP,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,16+,16+,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
982543,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,MGTQ,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,16+,16+,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
790292,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,MGTR,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,16+,16+,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
1744729,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YBST,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,16-64,16-64,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
961670,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YBSU,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,16-64,16-64,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
783059,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YBSV,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,16-64,16-64,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
109309,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YCRX,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,16-17,16-17,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
54587,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YCSA,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,16-17,16-17,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
54722,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YCSD,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,16-17,16-17,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
545515,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YCRY,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,18-24,18-24,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
325386,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YCSB,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,18-24,18-24,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
220129,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YCSE,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,18-24,18-24,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
358088,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,25-34,25-34,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
180698,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,25-34,25-34,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
177390,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,25-34,25-34,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
350507,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,35-49,35-49,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
164156,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,35-49,35-49,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
186351,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,35-49,35-49,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
381310,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,50-64,50-64,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
236843,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,50-64,50-64,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
144467,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,50-64,50-64,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
28106,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,65+,65+,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
20873,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,65+,65+,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
7233,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,65+,65+,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
654824,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YCRZ,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,16-24,16-24,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
379973,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YCSC,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,16-24,16-24,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
274851,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YCSF,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,16-24,16-24,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
19363763,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,MGTV,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,16+,16+,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
8320840,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,MGTW,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,16+,16+,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
11042923,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,MGTX,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,16+,16+,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
8528466,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YBSZ,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,16-64,16-64,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
3465416,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YBTA,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,16-64,16-64,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
5063050,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YBTB,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,16-64,16-64,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
1080826,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YCSY,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,16-17,16-17,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
566985,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YCTB,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,16-17,16-17,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
513841,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YCTE,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,16-17,16-17,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
1574576,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YCSZ,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,18-24,18-24,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
764804,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YCTC,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,18-24,18-24,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
809772,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YCTF,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,18-24,18-24,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
1003004,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,IAAAA,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,25-34,25-34,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
350099,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,IAAAB,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,25-34,25-34,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
652905,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,IAAAC,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,25-34,25-34,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
1527819,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,IAAAD,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,35-49,35-49,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
446753,,People,,Count,,,,,1,People,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,IAAAE,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,35-49,35-49,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
