obs,data marking,Stat Unit eng,Stat unit cym,Meas type eng,meas type cym,obs type eng,obstype cym,obs type val,unit mult,unit of meas eng,unit of meas cym,confidentiality,empty,geog,empt,empt,Time dim it id,Time dilab eng,time dilad cym,time type,emp,statpopid,statpopeng,ststpopcym,cdid,cdiddesc,empt,empt,empt,empt,empt,empt,empt,empt,dim1id,dim1labeng,dim1labcym,dim1itid,dim1iflabeng,dim1iflabcy,istot,issubtot,Dim2id,dim2labeng,dim2labcym,dim2itid,dim2iflabeng,dim2itlabcym,istot,issubtot,Dim3id,dim3labeng,dim3labcym,dim3itid,dim3iflabeng,dim3itlabcym,istot,issubtot,Dim4id,dim4labeng,dim4labcym,dim4itid,dim4iflabeng,dim4itlabcym,istot,issubtot
75.18,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,EAAAH,,,,,,,,,,Economic Status,Economic Status,,In Employment,In Employment,,,,Age,Age,,50-64,50-64,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
67.4,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,EAAAI,,,,,,,,,,Economic Status,Economic Status,,In Employment,In Employment,,,,Age,Age,,50-64,50-64,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
10.97,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,EAAAJ,,,,,,,,,,Economic Status,Economic Status,,In Employment,In Employment,,,,Age,Age,,65+,65+,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
13.76,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,EAAAK,,,,,,,,,,Economic Status,Economic Status,,In Employment,In Employment,,,,Age,Age,,65+,65+,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
8.56,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,EAAAL,,,,,,,,,,Economic Status,Economic Status,,In Employment,In Employment,,,,Age,Age,,65+,65+,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
51.71,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YCQY,,,,,,,,,,Economic Status,Economic Status,,In Employment,In Employment,,,,Age,Age,,16-24,16-24,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
51.11,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YCRB,,,,,,,,,,Economic Status,Economic Status,,In Employment,In Employment,,,,Age,Age,,16-24,16-24,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
52.33,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YCRE,,,,,,,,,,Economic Status,Economic Status,,In Employment,In Employment,,,,Age,Age,,16-24,16-24,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
5.17,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,MGTP,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,16+,16+,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
5.47,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,MGTQ,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,16+,16+,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
4.84,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,MGTR,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,16+,16+,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
5.3,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YBST,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,16-64,16-64,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
5.6,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YBSU,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,16-64,16-64,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
4.97,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YBSV,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,16-64,16-64,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
30.58,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YCRX,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,16-17,16-17,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
32.21,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YCSA,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,16-17,16-17,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
29.11,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YCSD,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,16-17,16-17,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
14.2,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YCRY,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,18-24,18-24,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
16.27,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YCSB,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,18-24,18-24,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
11.95,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YCSE,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,18-24,18-24,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
4.51,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,25-34,25-34,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
4.35,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,25-34,25-34,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
4.69,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,25-34,25-34,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
3.13,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,35-49,35-49,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
2.81,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,35-49,35-49,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
3.48,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,35-49,35-49,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
3.98,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,50-64,50-64,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
4.73,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,50-64,50-64,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
3.15,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,50-64,50-64,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
2.06,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,65+,65+,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
2.61,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,65+,65+,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
1.27,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,65+,65+,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
15.59,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YCRZ,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,16-24,16-24,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
17.51,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YCSC,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,16-24,16-24,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
13.54,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YCSF,,,,,,,,,,Economic Status,Economic Status,,Unemployed,Unemployed,,,,Age,Age,,16-24,16-24,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
36.09,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,MGTV,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,16+,16+,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
31.66,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,MGTW,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,16+,16+,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
40.36,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,MGTX,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,16+,16+,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
20.58,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YBSZ,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,16-64,16-64,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
16.8,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YBTA,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,16-64,16-64,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
24.32,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YBTB,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,16-64,16-64,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
75.15,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YCSY,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,16-17,16-17,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
76.99,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YCTB,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,16-17,16-17,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
73.22,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YCTE,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,16-17,16-17,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
29.07,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YCSZ,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,18-24,18-24,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
27.66,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YCTC,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,18-24,18-24,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
30.54,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,YCTF,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,18-24,18-24,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
11.21,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,IAAAA,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,25-34,25-34,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
7.77,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,IAAAB,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,25-34,25-34,,,,Sex,Sex,,Men,Men,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
14.71,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,IAAAC,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,25-34,25-34,,,,Sex,Sex,,Women,Women,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
12.02,,People,,Percent,,,,,1,Rates,,,,,,,Aug-Oct 2020,Aug-Oct 2020,,Quarter,,Labour market status,Labour market status,,IAAAD,,,,,,,,,,Economic Status,Economic Status,,Economically Inactive,Economically Inactive,,,,Age,Age,,35-49,35-49,,,,Sex,Sex,,People,People,,,,SA NSA,SA NSA,,Non Seasonal Adjusted,Non Seasonal Adjusted,,,
